#date,rate
2010-01-04,1.251
2010-01-05,1.249
2010-01-06,1.246
2010-01-07,1.243
2010-01-08,1.242
2010-01-11,1.239
2010-01-12,1.236
2010-01-13,1.236
2010-01-14,1.235
2010-01-15,1.228
2010-01-18,1.225
2010-01-19,1.227
2010-01-20,1.226
2010-01-21,1.225
2010-01-22,1.222
2010-01-25,1.222
2010-01-26,1.220
2010-01-27,1.220
2010-01-28,1.226
2010-01-29,1.225
2010-02-01,1.226
2010-02-02,1.228
2010-02-03,1.228
2010-02-04,1.228
2010-02-05,1.222
2010-02-08,1.222
2010-02-09,1.227
2010-02-10,1.227
2010-02-11,1.229
2010-02-12,1.228
2010-02-15,1.224
2010-02-16,1.224
2010-02-17,1.225
2010-02-18,1.224
2010-02-19,1.227
2010-02-22,1.228
2010-02-23,1.228
2010-02-24,1.226
2010-02-25,1.218
2010-02-26,1.215
2010-03-01,1.216
2010-03-02,1.215
2010-03-03,1.214
2010-03-04,1.218
2010-03-05,1.216
2010-03-08,1.218
2010-03-09,1.216
2010-03-10,1.216
2010-03-11,1.218
2010-03-12,1.221
2010-03-15,1.219
2010-03-16,1.217
2010-03-17,1.215
2010-03-18,1.214
2010-03-19,1.214
2010-03-22,1.214
2010-03-23,1.213
2010-03-24,1.212
2010-03-25,1.212
2010-03-26,1.214
2010-03-29,1.213
2010-03-30,1.211
2010-03-31,1.212
2010-04-01,1.214
2010-04-06,1.222
2010-04-07,1.223
2010-04-08,1.221
2010-04-09,1.221
2010-04-12,1.224
2010-04-13,1.226
2010-04-14,1.226
2010-04-15,1.225
2010-04-16,1.224
2010-04-19,1.221
2010-04-20,1.222
2010-04-21,1.222
2010-04-22,1.223
2010-04-23,1.226
2010-04-26,1.228
2010-04-27,1.228
2010-04-28,1.235
2010-04-29,1.236
2010-04-30,1.236
2010-05-03,1.239
2010-05-04,1.24
2010-05-05,1.242
2010-05-06,1.242
2010-05-07,1.249
2010-05-10,1.245
2010-05-11,1.244
2010-05-12,1.244
2010-05-13,1.243
2010-05-14,1.242
2010-05-17,1.246
2010-05-18,1.247
2010-05-19,1.249
2010-05-20,1.253
2010-05-21,1.257
2010-05-24,1.259
2010-05-25,1.262
2010-05-26,1.258
2010-05-27,1.257
2010-05-28,1.258
2010-05-31,1.26
2010-06-01,1.262
2010-06-02,1.266
2010-06-03,1.268
2010-06-04,1.268
2010-06-07,1.268
2010-06-08,1.268
2010-06-09,1.269
2010-06-10,1.27
2010-06-11,1.271
2010-06-14,1.273
2010-06-15,1.276
2010-06-16,1.278
2010-06-17,1.281
2010-06-18,1.285
2010-06-21,1.289
2010-06-22,1.292
2010-06-23,1.296
2010-06-24,1.296
2010-06-25,1.298
2010-06-28,1.303
2010-06-29,1.306
2010-06-30,1.306
2010-07-01,1.32
2010-07-02,1.329
2010-07-05,1.329
2010-07-06,1.331
2010-07-07,1.334
2010-07-08,1.34
2010-07-09,1.351
2010-07-12,1.356
2010-07-13,1.358
2010-07-14,1.363
2010-07-15,1.369
2010-07-16,1.38
2010-07-19,1.39
2010-07-20,1.393
2010-07-21,1.398
2010-07-22,1.399
2010-07-23,1.402
2010-07-26,1.407
2010-07-27,1.413
